"","artist.hotttnesss","bars_start","beats_start","duration","end_of_fade_in","loudness","song.hotttnesss","start_of_fade_out","tatums_start","tempo","time_signature"
"42",-0.136189672760283,-0.969810627224299,-0.940806218389526,-0.898288463319648,-1,0.877511418226566,0.0575649620000001,-0.906036885323602,-0.982590550884945,-0.191880601857485,0
"43",0.359379131702134,-0.994973180363936,-0.978524506500389,-0.704208900714931,-0.99062756919704,0.482973235203635,0.66898524,-0.709779841212663,-0.978010063662395,-0.00170337023968836,-1
"44",-0.353205077001957,-0.971012096035823,-0.945880251509778,-0.753694861239093,-0.982954234036722,0.371370423835104,-1,-0.759155810771175,-0.945374296614757,-0.180654580849252,0
"45",-0.181958806218321,-0.947555166633916,-0.941658433494507,-0.793635464114826,-0.985859139490271,0.231890574342712,0.020238628,-0.806532161740482,-0.941153576328644,-0.301050411647808,0
"46",-0.13787013992245,-0.968646317241998,-0.958104058572204,-0.697258949228176,-0.986845711153741,0.644555931561634,-0.03572483,-0.705688039425832,-0.957594925323831,-0.401987265279637,0
"49",-0.271655856236467,-0.975034957754428,-0.950074262122392,-0.809928915318031,-0.959769799945191,0.455900797501006,0.571784576,-0.815822079670247,-0.983872629422067,0.0192724175690475,0
"51",-0.114443737983706,-0.995887756232724,-0.982993319680444,-0.624097012800674,-0.99627295149356,0.535272262583714,0.123384822,-0.630324834861393,-0.982477714891244,0.124994930445715,-1
"52",-0.20939817789271,-0.902601687144752,-0.978923624515006,-0.726356463775802,-0.996108522882982,0.404832335471046,-0.13032382,-0.738983417552257,-0.978409077900989,-0.43356450500872,0.333333333333333
"53",-0.238356346903299,-0.988538677152375,-0.947084148471901,-0.706083369920198,-0.988051520964648,0.45055257117164,-0.189768556,-0.716881665627638,-0.946577880547565,-0.400089224155412,0
"54",-0.252856009650978,-0.998221062896507,-0.994394354770115,-0.776448031214511,-1,0.428639042052204,-0.20611943642186,-0.774163544934541,-0.993875785559282,-0.0519041245893659,-1
"55",-0.291501451852922,-0.989306626289637,-0.998900789730235,-0.794125707868905,-1,0.30212745817261,-0.462842110311475,-0.80664926154632,-0.998381048786032,0.533511781644158,0
"56",-0.0749373518569896,-0.985817378749234,-0.988544985834582,-0.737689784818451,-0.969909564264182,0.569444115767802,0.535455496,-0.747075571753743,-0.988027937537919,0.329366914060916,0
"57",-0.374754698154491,-0.983578475597529,-0.922847543461335,-0.868527682356314,-0.945738558509181,0.568970821402371,-0.13032382,-0.881701315198105,-0.993061404039529,-0.300158170093685,0
"58",-0.032428931251014,-0.698927114128155,-0.623960493859471,-0.775323345275536,-0.858426966292135,0.659464704072698,-0.23412982,-0.777839363601589,-0.623538242407691,-0.449194954779576,0
"59",-0.291411840979143,-0.961127177934217,-0.892617625313242,-0.67185269151085,-1,0.342310149797667,0.220948516,-0.671233930839739,-0.933650800399668,-0.124654256397777,0
"60",-0.110106744994968,-0.999026170862992,-0.9983282843814,-0.751705039912894,-1,0.385758572544194,-0.546889372,-0.74916775495137,-0.997808692296245,-0.0205945573265197,-1
"61",-0.296621456387008,-0.967656084657856,-0.940372750053979,-0.739420066632437,-0.982954234036722,-0.0468324774593558,-0.168033764,-0.74020014029672,-0.989229886166471,-0.269400170337024,0
"63",-0.15463680516738,-0.987149405609376,-0.940295870764278,-0.82108921369905,-0.881008495478213,0.678727784745722,-1,-0.819260353016881,-0.967992189786871,0.281818550513039,-0.333333333333333
"64",0.457374728399833,-0.960302653642553,-0.978181003291088,-0.796461585557901,-0.982022471910112,0.693636557256786,0.371880454,-0.80283515358476,-0.977666649768523,-0.184288437360587,0
"65",-0.445642898375158,-0.959968893708006,-0.999867505904984,-0.698672009949714,-0.983611948479035,0.753697612229926,-1,-0.71181849307048,-0.999347513601643,-0.304749158453989,0
"67",0.0240927107574491,-0.974305506503297,-0.954654304913077,-0.844390297969244,-0.987010139764319,0.604657216555837,0.342472054,-0.847764676230189,-0.992982909435215,0.106087520785173,0
"68",-0.504781142055076,-0.994185145373039,-0.974673999097077,-0.6890978059914,-1,0.571479281539153,-0.20611943642186,-0.696320054958842,-0.974160557442515,-0.233248164821349,-0.333333333333333
"69",-0.137504128777776,-0.941699136007006,-0.891943704731184,-0.731576144488108,-0.982351329131269,0.518706959793644,0.25233152,-0.754093753450262,-0.933452928584628,-0.216084681834773,0
"70",-0.444889144959313,-0.987778427592339,-0.943369406622742,-0.911150208244304,-0.982022471910112,-0.269943441323331,-1,-0.919437564056382,-0.984270008356405,-0.193867867137121,0
"71",-0.508037585171265,-0.95929434379014,-0.961576712445285,-0.701959539876518,-0.880679638257057,0.674799441512649,-0.601523476,-0.704082099231491,-0.961066676260452,-0.117856998012735,0
"72",-0.376431423986004,-0.9876562386494,-0.942772365330385,-0.674015546538216,0.0464784872567827,0.500011832359136,-0.468277902,-0.681145035358565,-0.975063245392121,-0.213051060550756,0
"73",-0.328097457787345,-0.967050496170799,-0.943654023567592,-0.825760958037506,-0.990956426418197,0.539626570745675,-0.524532116,-0.82398003281025,-0.993854526603947,-0.345248813724297,0
"74",0.0715706457218097,-0.988363260697307,-0.946227026178216,-0.772872115465607,-1,0.742953830134652,0.64896426,-0.773527860274281,-0.979233271246282,0.011777588514418,-1
"75",0.858548895787966,-0.960149666390709,-0.898560230834157,-0.750436177622174,-1,0.74214922971342,0.248850986,-0.765675481865701,-0.943151918130128,-0.278517256762785,0
"76",0.10569438775007,-0.94100048306478,-0.870857514868782,-0.532651792804231,-0.984324472458208,0.360248006247486,0.271073298,-0.557978344342574,-0.948376715229752,-0.62072433791621,0
"77",-0.114260427562205,-0.971330456815917,-0.93096076211912,-0.706660130524861,-0.786845711153741,0.417043330099155,-0.20611943642186,-0.710879464151289,-0.964428861811884,0.0410431114896379,0
"78",-0.74273059569318,-0.983117170492408,-0.978694622375472,-0.728576989343866,-0.964538229651959,0.656435620133942,-0.602429302,-0.738051080050543,-0.978180135305074,0.230173987103054,0
"80",-0.404185969049863,-0.978392977717758,-0.971438526011372,-0.746398853389541,-0.978843518772266,0.847409896585181,-1,-0.746143234252028,-0.970925925623092,-0.0610049884414161,0
"81",-0.37985949902934,-0.989890120337697,-0.953687588738329,-0.797211368824193,-0.994135379556043,0.764015429396313,-0.50186841,-0.804752244691754,-0.979764745129655,0.359954576793608,-1
"84",-0.111273713139137,-0.996687173207346,-0.986899441889071,-0.846322437715209,-0.988051520964648,0.436732375701067,-0.20611943642186,-0.852795506936212,-0.986382821455846,-0.0182747292858011,0
"85",-0.365762455192057,-0.982418517550182,-0.917179740507861,-0.789626986192078,-0.995121951219512,0.235771588139243,-0.234553438,-0.800175315137882,-0.976585713654954,-0.463965608143732,-1
"88",0.0206227087923636,-0.977104470207155,-0.97799780157946,-0.685521890242496,-0.993806522334886,0.586766689542561,0.450242568,-0.692610779204413,-0.977483495691791,-0.194159873463925,0
"90",-0.263655254349667,-0.975894967054179,-0.972163154210041,-0.690655054104218,-1,0.561445440992025,0.330344482,-0.700806650376783,-0.971650365408736,-0.209806545808492,0
"91",-0.221405805880235,-0.940748405601677,-0.939703736660625,-0.739737287724885,-0.990024664291587,0.700688643301701,0.109309536,-0.758314922641638,-0.995576501986077,-0.426694245041976,0
"92",-0.253244799494732,-0.981371375047411,-0.98116130256417,-0.775669401638334,-0.994738284461496,0.740965993799844,-0.391660994,-0.788592471486197,-0.980646174123927,0.0194103094455937,0
"95",-0.0881003655680048,-0.901132072187219,-0.896495940119212,-0.866826235812677,-1,0.485907660269304,0.14021186,-0.869012157190318,-0.976137640288664,-0.442349028673399,0.333333333333333
"99",-0.415513618966907,-0.953721523699466,-0.948520319032695,-0.757213095407762,-0.984050424773911,0.289869134107958,-1,-0.758580348868202,-0.948013677684802,-0.2233605061443,0
"100",-0.412779439744085,-0.637087792253355,-0.78379090141785,-0.514599224516692,-0.987393806522335,0.357834204983789,-0.458448002,-0.523588919458754,-0.947397167980089,-0.762590745021698,0
"103",-0.201827387461774,-0.96818702072224,-0.940186276883215,-0.645754332107466,-1,0.413351634048797,-0.189768556,-0.655741068909332,-0.939681802497764,0.621746360060024,0.333333333333333
"104",-0.399265029172582,-0.971216971742886,-0.935552255016783,-0.700200422792184,-0.981364757467799,0.675509383060795,-0.514516242,-0.699576544797367,-0.935048985539005,-0.0577118059780183,0
"105",-0.233456569100742,-0.994832914152727,-0.977839135811355,-0.678629620335975,-0.952644560153467,0.227252289561493,-0.226419646,-0.688835704511465,-0.977324871178907,0.233313055116194,0
"107",-0.290192422150556,-0.979127450432298,-0.976527280697737,-0.608899401226559,-0.992819950671417,0.703386421184656,0.02250967,-0.6094074638301,-0.976013357165167,-0.0772762298738694,0.333333333333333
"108",-0.23755998850726,-0.986256589415358,-0.991898231449191,-0.784955230814085,-0.988983283091258,0.561019476063137,-0.07903031,-0.80078311889199,-0.991380311263812,0.293839477633127,0
"109",0.160729672068571,-0.991001537572096,-0.959118210904428,-0.714734767950591,-1,0.328253307144378,-0.023420248,-0.721302462107061,-0.958608813962882,-0.319171026483351,-0.333333333333333
"113",-0.251404338253217,-0.993749617113415,-0.972545914928977,-0.739420066632437,-0.983009043573582,0.534231014979767,-0.20611943642186,-0.746007175430007,-0.972033026604765,0.266496329642698,-1
"114",-0.47520232970683,-0.94992094542774,-0.934153706236055,-0.814600670696024,-0.99534118936695,-0.796814728920652,-1,-0.819706447515309,-0.979001058041854,-0.241067445350205,-0.333333333333333
"115",-0.365941368395308,-0.978827166920474,-0.899631633701263,-0.710207199963879,-0.987393806522335,0.318361454906879,-1,-0.718389465032325,-0.959016004722759,-0.401038244717524,-1
"116",0.110731680239348,-0.966220950415727,-0.922700327800205,-0.640419299274228,-0.975335708413264,0.637030551151288,-0.308395532,-0.644742609050588,-0.964522074154507,-0.187127387760068,0
"117",-1,-0.96742007587766,-0.921570038668647,-0.784320788629189,-0.987503425596054,0.334500792768062,-0.332890386,-0.791280190839226,-0.95989743371703,-0.103191791377702,0
"118",-0.219452332434537,-0.951082577296223,-0.942739650739023,-0.691260649979229,-0.985859139490271,0.256454551908559,0.234731236,-0.694520063657685,-0.986507104579343,-0.229971204931662,-0.333333333333333
"120",-0.190829194503233,-0.983397702914826,-0.92196424949456,-0.723443825482144,-0.976431899150452,0.688761625292851,-0.211210288,-0.725640731104273,-0.962999605891674,-0.0134241797461165,-1
"123",-0.254487353603544,-0.984997875920978,-0.98684873427246,-0.824492095746787,-0.971279802685667,0.155122228269872,-0.250406326,-0.834946150817859,-0.986332127023893,0.275288964594233,0
"125",-0.312239577462726,-0.964283669832755,-0.905816327198257,-0.630412522102533,-1,0.29886172705114,-0.468277902,-0.637064207496395,-0.905320789459483,-0.0771870057184572,0
"126",-0.396123702643596,-0.975904005688314,-0.974582398241264,-0.864259653881816,-1,0.374446837210403,-0.532407052,-0.868234837526808,-0.974068980404149,-0.238269051385002,0
"128",-0.329003227472284,-0.978969106952819,-0.900325183038139,-0.790347934188022,-0.851082488352973,0.693352580637528,-0.569839362,-0.798452275137704,-0.8998310730703,-0.158689216044125,0
"131",-0.0791793797120794,-0.978154290823744,-0.969114154295099,-0.680648276932523,-0.816716908742121,0.738788839718863,-0.067390338,-0.698844949819945,-0.968602158274558,-0.050590096118749,0
"132",-0.442952887177337,-0.969068454932533,-0.851948481061523,-0.737747466398686,-0.854261441490819,0.115886125375677,-0.038778764,-0.746978546200334,-0.851466949683323,0.103208013951414,-0.333333333333333
"133",-0.150735572812139,-0.975731267347064,-0.943680195240681,-0.705102882412042,-0.981693614688956,0.449700641313865,-0.46863324,-0.705182837406362,-0.943174812389719,0.216830920225494,0
"135",-0.405298975196786,-0.978749501619757,-0.966439736451252,-0.770103675602767,-0.990408331049603,0.246326052488345,-0.462842110311475,-0.778189547782855,-0.965928435815126,0.0414324532587096,0
"138",-0.17433778957808,-0.998924737302142,-0.997832658322265,-0.670728016611412,-0.859358728418745,0.590079750100575,-0.308395532,-0.681287785598062,-0.997313195106516,-0.62920874396723,-1
"139",-0.0614972709020585,-0.9883508744209,-0.946166504184196,-0.543783255914901,-1,0.595427976429941,0.65034708,-0.561733344783092,-0.998052352630469,-0.125749280123291,0.333333333333333
"140",-0.214908394899985,-0.984048819336785,-0.976806990453882,-0.547589864866133,-1,0.556523179591547,-1,-0.548383966917632,-0.976292994193035,0.418972299955388,0
"142",0.260529451109648,-0.976210649720455,-0.985239176377448,-0.763961188962539,-0.987722663743491,0.729370281846794,0.47477062,-0.767351681943545,-0.984722987635465,-0.320558056535669,0
"143",-0.219373779271359,-0.992826337374719,-0.968034572780151,-0.868441165505731,-0.757851466155111,0.501573703765057,-0.20611943642186,-0.873440760323463,-0.99308920421189,0.431074339944032,0
"144",-0.290759192174361,-0.973671128292699,-0.939509084842021,-0.778726227323273,-0.991175664565634,0.406394206876967,-0.05575776,-0.799961189778637,-0.970819630846417,0.119876708439794,0
"145",-0.372918828126149,-0.981374722689683,-0.954374595156932,-0.79147260908746,-0.973417374623184,0.489078732517689,-1,-0.804713211423142,-0.953866431618935,0.782439063957497,0
"146",-0.292620689855793,-0.968328960754585,-0.977979808554211,-0.688895937019884,-1,0.675793359680053,-0.215982456,-0.69758919380687,-0.977465507344969,0.0902218436955022,0.333333333333333
"147",-0.137504128777776,-0.995037120331336,-0.978836930847897,-0.75539630778273,-1,0.792507750195234,-0.20611943642186,-0.776907026099874,-0.978322406775393,0.291016749807357,-1
"150",0.00590298559451807,-0.978510145197288,-0.959869010776186,-0.77863971047269,-0.977254042203343,0.729133634664079,-0.527159636,-0.788093960884204,-0.990091691509664,0.167270957537413,0
"153",-0.352744983862426,-0.993238766902664,-0.970049791608053,-0.862673570498648,-0.990956426418197,0.371323094398561,-0.11119657,-0.866539678432781,-0.969537552309295,-0.0305227724378471,0
"156",-0.268898635959527,-0.969908713142877,-0.924170848681929,-0.73815119330218,-1,0.742338547459592,0.0861057279999999,-0.73547488432212,-0.923670538522045,-0.0325100377174837,1
"157",-0.296621456387008,-0.994446261470278,-0.975949868160197,-0.791732148599673,-0.980432995341189,-0.162126984878245,0.217000158,-0.799617697014847,-0.975436094762611,-0.00287139554690341,-0.333333333333333
"159",-0.244094406328502,-0.964068751198874,-0.944509510131709,-0.766239385071301,-0.967771992326665,0.512175497550702,-1,-0.77157285113492,-0.973019115071455,0.193875978423977,0
"161",-0.419841019368604,-0.992175220952759,-0.964853078770193,-0.775265674734839,-0.980707043025486,0.368388669332891,-0.462842110311475,-0.789337449298572,-0.964342190686288,-0.228957294074705,-1
"162",0.123270898657101,-0.924999757295935,-0.728581757035273,-0.53080616990885,-0.766127706220882,0.575502283645313,0.318609338,-0.541476193609473,-0.728132302655571,-0.272125562720525,-0.333333333333333
"163",-0.0618374733317142,-0.946099277009698,-0.739716168205343,-0.798826298517247,-0.832337626747054,0.346049175284568,-0.462842110311475,-0.809290140977014,-0.79536456655443,-0.414113639128848,-1
"164",0.0610131630386532,-0.973165634309584,-0.954058899350288,-0.281617228124633,-0.832940531652508,0.694725134297276,0.253225606,-0.291925355007578,-0.953550817897424,-0.171229265522975,0
"165",-0.198254985738569,-0.961016705739231,-0.914659081243416,-0.665306477967127,-1,0.64526587310978,-0.458448002,-0.695989945030006,-0.965239972723125,-0.353132984547998,0
"166",-0.544868116186815,-0.988644127883952,-0.947599403285854,-0.750551529743107,-0.822800767333516,0.774522564308872,-0.20611943642186,-0.75606103018833,-0.973194092626904,0.391483148801557,0
"168",-0.2989633704856,-0.966921277179089,-0.97372364021801,-0.863654058006805,-0.982351329131269,0.368719975388693,-0.011020964,-0.876016956051885,-0.973210445669469,0.0714928823457843,0
"169",-0.0536248904213905,-0.969882601533153,-0.927602609315807,-0.954955090611967,-1,0.114324253969757,-0.391660994,-0.954495015451598,-0.927101406852252,-0.0274080382852739,0
"171",-0.47609805784505,-0.968186016429559,-0.911930684323822,-0.809063779930806,-0.972759660180871,0.154033651229382,-0.424515644444444,-0.819350687152813,-0.911433556770405,0.162542077300564,-0.333333333333333
"172",-0.119522857625915,-0.972536612326621,-0.996141313948847,-0.848629480133857,-0.995724856124966,-0.368435998769435,0.038897164,-0.853086583596436,-0.99562229050526,-0.405953684552054,0
"174",-0.333796341323561,-0.976295345069944,-0.98758154111897,-0.722636371675154,-1,0.627280687223419,-1,-0.740608316762781,-0.98706474333082,-0.259674737397088,-0.333333333333333
"175",-0.316039119526994,-0.939871323326338,-0.909913829766352,-0.845976381352412,-0.982460948204988,0.246657358544146,-1,-0.854827467376552,-0.958777250301305,-0.3255464979519,0
"176",-0.536996408221879,-0.968740720754076,-0.970165928407388,-0.823425091388046,-0.881008495478213,-0.242871003620702,-1,-0.829748034674925,-0.969653658911509,-0.485152289410715,0
"177",-0.279880651589075,-0.99087533145843,-0.958501540857253,-0.684166511101193,-1,0.526658305132877,-1,-0.684803010245675,-0.957992304258169,0.397120493166241,-1
"178",-0.304041124773066,-0.989767596630531,-0.953088911716404,-0.866855071083026,-0.979172375993423,0.746361549565752,-0.188695608,-0.867885768581788,-0.986019783910896,-0.0471590217788049,-1
"179",-0.261984701251842,-0.978572076579326,-0.971317482023332,-0.819128227643199,-0.992819950671417,0.139124878718319,-0.109090948,-0.822011640835936,-0.970804913108108,-0.00330129375025334,0
"181",-0.332085084395787,-0.977408101361252,-0.892697776062079,-0.712543077652875,-0.976486708687312,0.0350947771966774,-0.462842110311475,-0.727245556062369,-0.955877855854471,-0.509794378878209,0
"186",-0.449517667975356,-0.980715906690497,-0.977305887972153,-0.616743323370887,-0.971553850369964,0.35613034526824,-1,-0.631282822796767,-0.976791761991277,0.101147747090076,0
"188",-0.309998437260042,-0.944474331450731,-0.97012994235689,-0.79389500362704,-1,0.775753129658991,0.0861057279999999,-0.797320310347943,-0.969617682217865,-0.523275337632315,0
"192",-0.385886217356991,-0.972949041854567,-0.870909858214961,-0.796894147731745,-1,-0.140308114631895,-0.298040988,-0.802822885986053,-0.937130727857572,-0.337121304294926,-1
"193",-0.367379986706119,-0.986395851333885,-0.936613843506481,-0.677591451247584,-0.883529734173746,0.526658305132877,-0.20611943642186,-0.679817904225742,-0.936110298001495,-0.0182909518595122,0
"194",-0.4540964562359,-0.993957505698524,-0.973561702990768,-0.725693197360094,-0.991833379007947,0.564332536621152,-1,-0.722889443285218,-0.973048550548072,0.233442835705885,0
"195",-0.28030548568949,-0.9448452502145,-0.942041194213443,-0.640332793463181,-1,0.610100101758289,0.141701284,-0.650561911782582,-0.993766220174094,-0.230879669059496,0
"196",-0.423315501692621,-0.969957253955825,-0.930378442392876,-0.80519948939934,-0.985859139490271,0.326312800246113,-1,-0.812533247980586,-0.966909618369046,-0.0529991483148801,0
"197",-0.488772339223214,-0.850921790037885,-0.542301602360685,-0.734056209568386,-1,0.647348368317675,-0.528307594,-0.749917193708729,-0.565066303411081,0.05705479174271,0.333333333333333
"199",-0.232302814782173,-0.951909110173251,-0.841713721153909,-0.575274318692221,-0.86352425322006,0.195446908204558,-0.47206036,-0.575717292072566,-0.879520594204155,-0.0570791256032768,0
"200",-0.136980054265128,-0.963427677703732,-0.888227327152457,-0.622020674623891,-0.977199232666484,0.644224625505833,-0.105728408,-0.625055343598711,-0.919881538559657,0.116145516486191,0
"201",-1,-0.980723941031951,-0.908899677434129,-0.735498105560273,-0.971224993148808,0.275717632581584,-1,-0.740892702005529,-0.908403337983048,-0.37559313785132,0
"202",-0.00686202074255238,-0.984811077482185,-0.928870299731086,-0.714965461152918,-0.808769525897506,0.517523723880067,0.428093106,-0.724125125045864,-0.969758318383927,-0.125376160927931,0
"204",0.0146939246444664,-0.9780799731653,-0.96236513409711,-0.764797489079414,-0.990298711975884,0.796388763991765,-0.172520328,-0.765086637127776,-0.995288688436927,0.0484649389625664,0
"206",-1,-0.94334751506188,-0.943088061137028,-0.703891679622483,-1,0.644413943252005,-0.360868026,-0.705344546662042,-0.978768844837426,-0.396601370807478,-0.333333333333333
"208",-0.162245321144308,-0.988428874485844,-0.946547629173564,-0.856790623370633,-1,0.228435525475069,-0.279258834,-0.872741507197177,-0.946041500751422,-0.402993064849738,-1
"209",-0.0107951698815247,-0.985480271172415,-0.994811465809981,-0.711706777536,-1,0.695340416972336,0.133976888,-0.723879773071729,-0.994292788144698,0.13427424260859,0
"213",-0.313145465392189,-0.933721369707922,-0.981048437223971,-0.743601578256351,-0.992819950671417,0.513358733464278,-0.492330528,-0.740980805668969,-0.980533338130226,-0.31238999067202,0
"214",-0.354317780147285,-0.977174101166419,-0.954603597296466,-0.791760994909559,-0.985201425047958,0.677023925030172,0.038806092,-0.789632986903781,-0.985691087755332,0.125684389828447,0
"215",-0.330654532578624,-0.946778178862518,-0.938701034435379,-0.541505048766602,-0.985530282269115,0.419362472489765,-0.125296478,-0.545062793376835,-0.987316580186327,-0.181490043395384,-0.333333333333333
"216",-0.350348935942513,-0.994163720462497,-0.974569312404719,-0.785041747664669,-1,0.286508744113401,0.353097812,-0.787848608910068,-0.974055897970097,-0.0533398223628175,-1
"218",-0.175851214178702,-0.937407793378163,-0.908817890955724,-0.56535405837111,-0.97851466155111,0.651939323662352,-0.078917438,-0.560911415669738,-0.96113372373497,-0.354146895404956,0
"219",-0.347806274050215,-0.977193852255825,-0.9647091345682,-0.750234308650658,-0.98876404494382,0.368719975388693,-0.00941275799999997,-0.751426108349662,-0.988624823591553,-0.0354301009855211,-0.333333333333333
"221",-0.368307129088841,-0.964945498709986,-0.890762707983015,-0.688030801632659,-0.973417374623184,-0.190950611732967,-0.462842110311475,-0.700677282972238,-0.919668949006307,0.245220424220303,-0.333333333333333
"223",-0.325009163927545,-0.984210845222764,-0.925937436615479,-0.545744230931215,-1,0.653690512814445,-1,-0.588354033976787,-0.96370932793901,-0.455992213164618,-0.333333333333333
"226",0.514247290595546,-0.965190546124317,-0.961640505898441,-0.690020622958859,-0.988709235406961,0.663393047305772,-0.20611943642186,-0.705429304616743,-0.993645207659111,0.100661069878736,0
"227",-0.118292724734876,-0.970225400101835,-0.857601562448884,-0.806237658487731,-0.953740750890655,0.143905151809168,-1,-0.807768958737374,-0.857118561193903,0.174481891552095,0
"229",-0.413861107396904,-0.962823093509357,-0.974755785575482,-0.649993514272079,-1,0.500248479541851,-1,-0.665995666191948,-0.974242322655342,-0.0918522123534897,0
"230",-0.418232904922367,-0.895352367804117,-0.588121659022357,-0.670122420736401,-0.200438476294875,0.358402158222306,-1,-0.686570659695697,-0.637325492594525,-0.310775844587744,0
"232",-0.0786740007672795,-0.970035588784997,-0.935122058140372,-0.641976558426584,-0.979172375993423,0.664102988853918,0.377043688,-0.651048154785869,-0.973831861286952,-0.11005394005759,0
