"","artist.hotttnesss","bars_start","beats_start","duration","end_of_fade_in","loudness","song.hotttnesss","start_of_fade_out","tatums_start","tempo","time_signature"
"59",0.383524247,1.1612,0.67535,300.79955,0,-13.33,0.610474258,298.347,0.42142,124.175,4
"60",0.481655862,0.02909,0.02909,228.46649,0,-12.412,0.226555314,228.466,0.02909,137.004,1
"61",0.380704536,0.96617,0.3834,239.59465,0.311,-21.552,0.415983118,236.507,0.08155,106.33,4
"63",0.45755391,0.38387,0.38387,165.61587,2.171,-6.222,0,165.616,0.21142,174.287,3
"64",0.788805935,1.18583,0.15226,187.92444,0.328,-5.907,0.685940227,180.344,0.15226,116.823,4
"65",0.30004649,1.1958,0.01968,276.50567,0.299,-4.638,0,261.956,0.01968,101.972,4
"67",0.554291489,0.76754,0.29609,144.50893,0.237,-7.787,0.671236027,140.057,0.0586,152.622,4
"68",0.26803784,0.1737,0.1737,285.17832,0,-8.488,0.39694028178907,275.853,0.1737,110.787,3
"69",0.466826993,1.74155,0.67947,246.69995,0.322,-9.603,0.62616576,224.049,0.42263,112.903,4
"70",0.30045446,0.36508,0.36508,84.03546,0.328,-26.266,0,75.79,0.11188,115.642,4
"71",0.266275286,1.21595,0.25377,273.52771,2.177,-6.305,0.199238262,268.893,0.25377,125.013,4
"72",0.337507289,0.36873,0.36873,298.84036,19.093,-9.998,0.265861049,289.46,0.16818,113.277,4
"73",0.36366811,0.98426,0.36334,161.38404,0.165,-9.161,0.237733942,161.384,0.05327,96.979,4
"74",0.579988982,0.34761,0.34761,209.29261,0,-4.865,0.82448213,206.623,0.14268,140.995,1
"75",1.005941966,1.1904,0.63902,229.61587,0,-4.882,0.624425493,213.664,0.36332,105.206,4
"76",0.598458501,1.76242,0.80838,426.89261,0.286,-12.951,0.635536649,399.9,0.33137,63.017,4
"77",0.479407676,0.85641,0.44094,269.26975,3.889,-11.751,0.39694028178907,262.798,0.23321,144.603,4
"78",0.139247394,0.50432,0.14912,249.41669,0.647,-6.693,0.198785349,238.434,0.14912,167.92,4
"80",0.322485106,0.64544,0.19348,233.27302,0.386,-2.658,0,231.178,0.19348,132.022,4
"81",0.335651839,0.302,0.302,187.24526,0.107,-4.42,0.249065795,178.625,0.13943,183.92,1
"84",0.481024239,0.09896,0.09896,142.75873,0.218,-11.335,0.39694028178907,135.546,0.09896,137.29,4
"85",0.343281882,0.52519,0.52519,194.11546,0.089,-15.581,0.382723281,182.729,0.15887,82.343,1
"88",0.552413346,0.68393,0.15338,288.41751,0.113,-8.165,0.725121284,279.179,0.15338,115.606,4
"90",0.398547535,0.72006,0.18905,283.76771,0,-8.7,0.665172241,271.83,0.18905,113.677,4
"91",0.421415103,1.76995,0.38749,239.3073,0.182,-5.758,0.554654768,220.264,0.04274,86.938,4
"92",0.404182207,0.55647,0.13404,206.75873,0.096,-4.907,0.304169503,193.115,0.13404,141.936,4
"95",0.493566843,2.95336,0.65164,124.18567,0,-10.296,0.57010593,121.005,0.16161,85.008,5
"99",0.316354001,1.38242,0.33359,223.4771,0.291,-14.438,0,220.026,0.33359,112.006,4
"100",0.317833879,10.84083,1.34066,443.24526,0.23,-13.002,0.270775999,430.736,0.33736,45.527,4
"103",0.432011947,0.95031,0.38454,324.44036,0,-11.829,0.405115722,312.239,0.38454,216.195,5
"104",0.325148571,0.8598,0.41287,275.12118,0.34,-6.29,0.242741879,272.933,0.41287,132.428,4
"105",0.414892612,0.15435,0.15435,294.66077,0.864,-15.761,0.386790177,282.564,0.15435,168.307,4
"107",0.384184259,0.6235,0.16237,357.82485,0.131,-5.701,0.511254835,353.785,0.16237,130.016,5
"108",0.412671631,0.41054,0.0684,198.3473,0.201,-8.709,0.460484845,182.184,0.0684,175.769,4
"109",0.628246419,0.2688,0.2688,261.95546,0,-13.627,0.488289876,253.452,0.2688,100.194,3
"113",0.405178359,0.18671,0.18671,239.59465,0.31,-9.275,0.39694028178907,231.3,0.18671,172.398,1
"114",0.28404741,1.49595,0.42142,171.49342,0.085,-37.398,0,165.216,0.1441,109.823,3
"115",0.343185045,0.63247,0.63247,266.05669,0.23,-13.836,0,256.064,0.26631,90.101,1
"116",0.601184942,1.00904,0.49144,329.27302,0.45,-7.103,0.345802234,322.101,0.23264,116.473,4
"117",0,0.97322,0.49835,198.922,0.228,-13.495,0.333554807,190.705,0.26092,126.821,4
"118",0.422472423,1.46125,0.36893,283.21914,0.258,-15.144,0.617365618,277.467,0.0982,111.191,3
"120",0.437964733,0.49594,0.49594,254.06649,0.43,-6.01,0.394394856,249.562,0.24195,137.888,1
"123",0.403509673,0.44814,0.09927,162.53342,0.524,-17.285,0.374796837,151.551,0.09927,173.482,4
"125",0.372251208,1.06691,0.59466,338.33751,0,-14.248,0.265861049,328.986,0.59466,130.027,4
"126",0.326848818,0.71979,0.17426,126.51057,0,-12.651,0.233796474,121.702,0.17426,110.168,4
"128",0.363177861,0.62823,0.62823,193.4624,2.717,-5.913,0.215080319,184.274,0.62823,119.979,4
"131",0.498395338,0.65257,0.20769,292.8322,3.344,-4.953,0.466304831,273.589,0.20769,133.306,4
"132",0.301502462,0.92398,0.92398,241.10975,2.659,-18.114,0.480610618,230.429,0.92398,152.267,3
"133",0.459665457,0.72495,0.36318,270.68036,0.334,-11.061,0.26568338,267.906,0.36318,166.275,4
"135",0.32188269,0.63479,0.22404,211.80036,0.175,-15.358,0.268578944844262,202.443,0.22404,144.651,4
"138",0.446890727,0.03212,0.03212,301.81832,2.566,-8.095,0.345802234,289.332,0.03212,61.971,1
"139",0.507965802,0.34798,0.34798,416.80934,0,-7.982,0.82517354,396.533,0.0276,124.04,5
"140",0.424931835,0.47649,0.16066,413.36118,0,-8.804,0,408.503,0.16066,191.196,4
"142",0.682263177,0.71063,0.10911,217.36444,0.224,-5.152,0.73738531,212.161,0.10911,100.023,4
"143",0.42251494,0.21429,0.21429,122.72281,4.418,-9.965,0.39694028178907,117.034,0.05795,192.688,4
"144",0.383877494,0.78649,0.38868,203.98975,0.161,-11.976,0.47212112,182.921,0.19413,154.322,4
"145",0.339408486,0.55637,0.2978,192.44363,0.485,-10.229,0,178.66,0.2978,236.006,4
"146",0.382869956,0.94607,0.15349,285.36118,0,-6.284,0.392008772,274.715,0.15349,150.666,5
"147",0.466826993,0.14825,0.14825,225.12281,0,-3.818,0.39694028178907,203.593,0.14825,175.421,1
"150",0.544446277,0.64194,0.26421,204.06812,0.415,-5.157,0.236420182,193.562,0.07628,160.165,4
"153",0.350327605,0.20197,0.20197,127.9473,0.165,-12.717,0.444401715,123.222,0.20197,135.78,4
"156",0.395709548,0.89888,0.48245,240.74404,0,-4.878,0.543052864,240.744,0.48245,135.535,7
"157",0.380704536,0.1659,0.1659,192.20853,0.357,-23.988,0.608500079,183.229,0.1659,139.189,3
"159",0.409134869,1.07333,0.35811,215.30077,0.588,-9.741,0,208.376,0.18068,163.445,4
"161",0.31401179,0.23374,0.23374,207.12444,0.352,-12.779,0.268578944844262,192.447,0.23374,111.316,1
"162",0.60797181,2.24039,1.67818,428.56444,4.267,-8.403,0.659304669,414.697,1.67818,105.994,3
"163",0.507781667,1.61011,1.61011,185.7824,3.059,-13.251,0.268578944844262,174.556,1.26705,88.489,1
"164",0.574274731,0.80159,0.29973,654.28853,3.048,-5.884,0.626612803,638.462,0.29973,118.433,4
"165",0.433945514,1.1645,0.5406,306.72934,0,-6.929,0.270775999,276.149,0.22825,96.007,4
"166",0.246340714,0.33922,0.33922,229.51138,3.233,-4.198,0.39694028178907,222.285,0.17961,187.807,4
"168",0.379436972,0.98812,0.17951,127.05914,0.322,-12.772,0.494489518,114.724,0.17951,148.357,4
"169",0.512226738,0.89966,0.46147,44.35546,0,-18.147,0.304169503,44.355,0.46147,136.164,4
"171",0.283562596,0.95034,0.55728,176.50893,0.497,-17.308,0.287742177777778,165.535,0.55728,159.582,3
"172",0.476559379,0.82038,0.04246,140.66893,0.078,-28.347,0.519448582,135.285,0.04246,89.495,4
"174",0.360583582,0.7081,0.09479,254.79791,0,-7.309,0,236.141,0.09479,107.529,3
"175",0.370194701,1.79615,0.56961,143.0722,0.32,-15.351,0,133.724,0.26777,99.408,4
"176",0.250601286,0.93377,0.20126,163.49995,2.171,-25.694,0,156.212,0.20126,79.731,4
"177",0.389765518,0.27257,0.27257,289.64526,0,-9.435,0,286.18,0.27257,188.502,1
"178",0.376688631,0.30566,0.30566,124.15955,0.38,-4.793,0.405652196,122.015,0.10118,133.729,1
"179",0.399451724,0.64009,0.19422,167.3922,0.131,-17.623,0.445454526,163.149,0.19422,139.136,4
"181",0.361509802,0.67486,0.67486,263.94077,0.429,-19.821,0.268578944844262,248.123,0.2855,76.693,4
"186",0.297949266,0.57605,0.15761,350.71955,0.519,-13.038,0,334.17,0.15761,152.013,4
"188",0.373464228,1.65865,0.20148,190.24934,0,-4.172,0.543052864,185.289,0.20148,75.031,4
"192",0.33238987,0.80806,0.80806,187.53261,0,-23.527,0.350979506,180.355,0.40014,97.981,1
"193",0.342406391,0.40638,0.40638,295.60118,2.125,-9.435,0.39694028178907,290.65,0.40638,137.288,4
"194",0.295470991,0.1805,0.1805,252.02893,0.149,-8.639,0,252.029,0.1805,168.323,4
"195",0.389535576,1.64757,0.3732,329.35138,0,-7.672,0.570850642,316.883,0.05381,111.079,4
"196",0.312131222,0.89743,0.4445,180.00934,0.258,-13.668,0,171.648,0.21804,133.009,4
"197",0.276702625,4.45323,2.817,244.45342,0,-6.885,0.235846203,227.794,2.67534,146.577,5
"199",0.415517083,1.43656,0.98655,388.28363,2.49,-16.433,0.26396982,383.994,0.75243,132.506,4
"200",0.467110649,1.09248,0.70219,345.93914,0.416,-6.951,0.447135796,339.754,0.50562,153.862,4
"201",0,0.57581,0.57581,243.1473,0.525,-14.737,0,235.886,0.57581,93.238,4
"202",0.537537201,0.45372,0.45372,261.74649,3.489,-9.628,0.714046553,250.921,0.20062,124.086,4
"204",0.549204384,0.65479,0.24895,216.60689,0.177,-3.736,0.413739836,214.192,0.0445,145.518,4
"206",0,1.69231,0.3668,271.77751,0,-6.947,0.319565987,267.761,0.14552,90.648,3
"208",0.453435791,0.34565,0.34565,133.27628,0,-15.736,0.360370583,117.661,0.34565,89.86,1
"209",0.535408379,0.43373,0.05059,264.69832,0,-5.871,0.566988444,251.141,0.05059,156.097,4
"213",0.371760895,1.97986,0.13473,235.80689,0.131,-9.716,0.253834736,235.807,0.13473,101.03,4
"214",0.349476327,0.68185,0.2964,192.1824,0.27,-6.258,0.519403046,192.182,0.10319,155.038,4
"215",0.36228409,1.58983,0.39362,418.87302,0.264,-11.702,0.437351761,411.481,0.09325,117.168,3
"216",0.351624469,0.17434,0.17434,198.26893,0,-14.509,0.676548906,193.782,0.17434,132.967,1
"218",0.446071584,1.86974,0.57631,397.26975,0.392,-6.788,0.460541281,397.27,0.25336,95.882,4
"219",0.353000688,0.68126,0.23462,229.79873,0.205,-12.772,0.495293621,226.441,0.08525,135.175,3
"221",0.341904574,1.04714,0.68669,286.14485,0.485,-24.597,0.268578944844262,271.946,0.50692,169.775,3
"223",0.365339653,0.47165,0.47165,415.03302,0,-6.751,0,372.663,0.23761,83.326,3
"226",0.819588282,1.03982,0.25338,284.3424,0.206,-6.546,0.39694028178907,267.685,0.05455,151.953,4
"227",0.47722519,0.88942,0.88942,179.06893,0.844,-17.522,0,175.92,0.88942,161.054,4
"229",0.317248425,1.11054,0.1732,320.60036,0,-9.993,0,303.044,0.1732,128.219,4
"230",0.314882184,3.12601,2.53688,302.36689,14.588,-12.99,0,284.595,2.23347,101.229,4
"232",0.498668875,0.89509,0.4155,327.8624,0.38,-6.531,0.688521844,316.447,0.17571,125.975,4
"233",0.555138322,0.44481,0.05666,286.30159,0.177,-6.933,0.557880389,273.601,0.05666,154.09,4
"235",0.52040786,0.95072,0.33341,168.75057,0.281,-8.91,0,165.86,0.33341,97.099,4
"238",0.625080481,0.54425,0.25604,218.8273,0.194,-3.803,0.696469437,218.827,0.113,186.254,4
"239",0.374449431,0.5551,0.26867,303.04608,0.102,-10.57,0.215080319,292.664,0.12794,210.47,4
"243",0.491828704,2.91664,2.91664,191.81669,3.146,-38.525,0.545230294,179.868,2.91664,90.084,1
"244",0.467133519,0.14825,0.14825,177.24036,0.107,-1.843,0.447135796,171.404,0.14825,106.698,1
"245",0.574274731,2.49921,0.20127,233.58649,0.229,-3.937,0.784194616,233.586,0.20127,89.78,4
"246",0.266275286,1.21134,0.62753,38.3473,0,-16.006,0.214253449,38.347,0.33773,107.177,7
"247",0.374862616,1.09675,0.65712,100.85832,0,-19.794,0,100.858,0.65712,152.258,4
"248",0.750311503,1.4142,0.52971,485.19791,4.923,-7.614,0.39694028178907,474.517,0.52971,134.083,4
"249",0.292801539,0.2401,0.2401,239.01995,0.187,-10.274,0.268578944844262,230.545,0.2401,106.398,3
"251",0.351345077,0.80322,0.21688,151.53587,0,-7.108,0,145.734,0.21688,101.492,4
"253",0.497711444,0.94816,0.42407,181.55057,0.133,-9.334,0.621765583,173.761,0.16397,120.097,4
"255",0.37425994,0.59386,0.59386,173.24363,0.09,-6.021,0.606816327,161.414,0.16834,88.835,4
"256",0.389589781,0.07702,0.07702,155.74159,0.177,-13.135,0,144.689,0.07702,105.24,4
"259",0.586433379,1.03723,0.48534,241.52771,0,-7.255,0.873702495,229.837,0.07522,108.264,4
"260",0.316692162,0.86869,0.38598,226.82077,0.322,-7.684,0.39694028178907,220.235,0.14402,119.524,4
"261",0.344814469,1.24011,0.63239,106.52689,4.104,-12.385,0.323112121,106.527,0.34167,97.76,4
"262",0.413237884,0.2753,0.2753,224.28689,2.409,-4.779,0.537503904,217.623,0.2753,241.877,4
"263",0.466826993,1.9407,0.63157,340.29669,0.374,-11.356,0.547324832,327.396,0.46721,91.328,4
"264",0.394127577,0.25594,0.25594,216.55465,3.17,-8.147,0.494357324,209.537,0.25594,130.062,4
"265",0.466775622,1.9281,1.05993,279.2224,2.009,-6.582,0.360370583,265.834,0.47298,68.734,4
"266",0.292656454,1.53215,0.28794,158.56281,0.223,-16.527,0,153.211,0.28794,94.658,3
"267",0.374271174,0.55116,0.55116,234.44853,0.374,-10.173,0.345802234,222.546,0.55116,102.055,1
"268",0.291539727,0.24263,0.24263,155.95057,0.299,-14.123,0.462643183,144.283,0.24263,109.065,1
"269",0.244243643,0.94024,0.28878,233.53424,0,-5.483,0,226.04,0.28878,184.981,4
"270",0.411448143,0.03033,0.03033,256.80934,0,-7.307,0.405115722,242.95,0.03033,201.802,3
"273",0.379436972,0.47606,0.05935,159.03302,0.318,-9.668,0,150.065,0.05935,165.668,3
"276",0.399451724,1.1755,1.1755,109.37424,2.258,-18.349,0.615372256,101.825,0.68035,61.883,1
"278",0.317504856,0.55213,0.55213,287.11138,2.624,-11.877,0.268578944844262,280.166,0.55213,163.167,4
"279",0.378498493,1.06912,0.27715,239.98649,5.939,-5.627,0.193857803,226.476,0.0787,144.836,3
"280",0.605507136,0.82669,0.30176,229.642,0,-1.998,0.658623927,226.22,0.30176,108.499,4
"281",0.482131081,1.09797,0.78697,143.98649,0,-7.901,0,134.6,0.63224,193.978,4
"282",0.233131687,1.08229,0.47129,153.20771,0,-8.798,0.194735229,146.431,0.17752,88.935,4
"283",0.50654532,1.18037,0.53116,316.65587,0.164,-5.934,0.274281704,311.664,0.20573,91.69,4
"284",0.634412385,1.30509,0.11465,182.09914,0,-10.7,0.31276992,182.099,0.11465,210.8,7
"285",0.405031298,1.75476,0.2587,205.21751,0.386,-4.332,0.419674279,195.785,0.06753,82.205,4
"286",0.257496328,0.48273,0.48273,131.05587,0,-15.672,0.39694028178907,126.856,0.24061,121.563,1
"287",0.409292117,0.5877,0.21538,316.73424,0.165,-15.54,0.531612769,307.177,0.21538,162.682,4
"289",0.319209721,0.62925,0.27432,183.37914,0.207,-11.428,0,172.815,0.09063,172.337,4
"291",0.307902094,1.03068,0.33489,172.01587,0.331,-9.745,0,167.869,0.33489,175.393,4
"293",0.482298832,1.42728,0.2964,377.67791,0.537,-21.787,0,364.037,0.2964,109.671,5
"295",0.3268453,1.4013,0.44651,153.28608,0,-7.535,0.721572661,147.696,0.20795,125.558,4
"298",0.527066335,0.20873,0.20873,168.38485,0,-12.77,0.39694028178907,156.032,0.20873,98.49,1
"302",0.44974631,0.89194,0.44938,465.60608,0.409,-5.533,0.582918459,458.455,0.22866,134.014,4
"303",0.604655128,0.75775,0.05171,247.77098,0,-8.901,0.352232225,233.982,0.05171,85.157,4
"304",0.258671268,0.82991,0.09687,165.98159,0,-15.915,0.274073578,156.624,0.09687,86.162,4
"305",0.298372721,1.83315,0.52075,368.16934,0.288,-8.489,0.319565987,351.469,0.08404,93.106,4
"307",0.403784235,4.45887,0.64848,266.4224,0,-5.947,0.636287224,266.422,0.13044,80.149,4
"309",0.414236248,0.53173,0.53173,313.7824,0.427,-11.488,0.39694028178907,308.094,0.53173,107.197,3
"316",0.420937755,0.26197,0.26197,316.49914,2.061,-14.544,0.761303218,303.148,0.26197,95.981,4
"317",0.431839301,1.01919,0.20354,252.57751,0,-7.605,0.39694028178907,252.577,0.20354,75.955,5
"318",0.446732968,0.65984,0.09582,224.60036,0.085,-13.256,0.425124658,219.214,0.09582,210.871,4
"320",0.401997543,0.25199,0.25199,259.44771,0.212,-8.422,0,249.667,0.06293,106.689,1
"322",0.404897336,2.12633,0.80142,43.36281,0,-23.996,0,43.363,0.46098,93.779,3
"324",0.417593317,1.88078,1.88078,243.82649,2.798,-10.957,0.39694028178907,229.32,1.88078,133.339,4
"325",0.310614282,0.86414,0.24834,241.47546,0.194,-14.835,0,223.927,0.24834,98.718,4
"326",0.387635478,0.1545,0.1545,183.17016,0.317,-22.289,0.268578944844262,175.044,0.1545,74.072,1
"328",0.31853603,0.89958,0.33394,111.62077,2.235,-18.703,0.268578944844262,100.763,0.33394,104.394,3
"329",0.310544672,0.08264,0.08264,138.63138,0.206,-9.672,0,134.24,0.08264,159.587,1
"330",0.372232889,1.82138,0.57911,270.602,0.504,-10.754,0.473346541,265.752,0.57911,192.702,5
"331",0,0.89878,0.28949,173.19138,5.05,-8.372,0.39694028178907,167.3,0.28949,98.11,4
"332",0.320517791,0.74186,0.23924,218.38322,0.199,-4.37,0.400443466,211.011,0.23924,118.595,4
"335",0.431824888,0.0578,0.0578,407.37914,0.701,-7.884,0,401.421,0.0578,89.345,5
"336",0.396356237,0.36965,0.02683,337.68444,0,-5.134,0.392008772,326.995,0.02683,174.993,4
"337",0.568350503,0.65355,0.187,236.17261,0.131,-4.954,0.39694028178907,227.875,0.187,129.122,4
"338",0.391370587,2.2856,0.91052,511.16363,2.757,-26.358,0.39694028178907,472.044,0.91052,86.666,3
"339",0.253785313,0.08946,0.08946,338.23302,0,-15.672,0.268578944844262,323.111,0.08946,231.867,4
"341",0.294053193,1.82394,0.57608,207.43791,0.537,-11.255,0.419125893,198.159,0.10426,97.538,4
"344",0.3228233,0.1353,0.1353,197.19791,0,-16.113,0.253834736,185.481,0.1353,159.233,1
"346",0.366820788,0.92052,0.32965,326.00771,0,-17.492,0.662493161,320.012,0.32965,100.415,4
"347",0.377593082,0.58138,0.58138,305.162,0.189,-6.301,0.599660358,283.527,0.29461,105.003,4
"348",0.554633231,0.23845,0.23845,279.97995,0,-6.294,0.888813538,265.131,0.23845,110.218,4
"351",0.331351565,1.85881,1.22593,75.67628,0,-22.752,0.427446572,75.676,1.07213,186.882,3
"352",0.532803542,0.33963,0.33963,290.55955,0.119,-4.169,0.684613086,290.56,0.13028,113.995,4
"353",0.420692588,0.60033,0.60033,363.85914,0.233,-6.977,0.64068403,355.776,0.08124,90.199,1
"354",0.449002436,0.89742,0.37378,282.43546,0.156,-14.041,0.334706549,278.082,0.19894,111.032,3
"356",0.443708895,0.2401,0.2401,221.30893,0,-12,0.39694028178907,215.412,0.2401,157.746,1
"357",0.580095045,1.19076,0.55784,75.57179,0,-7.626,0.215080319,75.572,0.21825,100.032,4
"358",0.369535728,0.53136,0.21433,338.1024,0,-6.318,0.401486711,333.769,0.05257,185.88,4
"359",0.420937755,2.13676,0.2295,298.10893,0.177,-12.811,0.673875572,288.044,0.2295,94.031,5
"362",0.557562472,0.5373,0.24217,213.49832,0.374,-5.537,0.590252715,213.498,0.09424,202.233,4
"363",0.452789477,2.129,0.33648,351.08526,0,-7.513,0.428702263,343.748,0.18753,133.405,5
"366",0.310754057,0.59293,0.59293,305.89342,0,-4.053,0.334706549,302.817,0.34978,124.872,1
"368",0.387635478,0.31923,0.31923,135.52281,0.466,-13.781,0,129.927,0.14126,169.878,4
"370",0.360648925,1.1531,0.56535,269.76608,2.775,-6.996,0,249.533,0.28115,101.01,4
"372",0.526458224,0.77969,0.77969,221.67465,0,-2.838,0.270775999,202.374,0.26828,91.483,4
"374",0.423356106,1.3845,0.5561,261.74649,0.2,-15.008,0.340922756,250.16,0.28411,76.296,3
"375",0.384601686,1.64604,1.00805,307.33016,4.261,-8.916,0.268578944844262,289.448,1.00805,92.672,4
"376",0.343133497,0.5358,0.5358,225.67138,0.392,-6.908,0.265861049,219.87,0.5358,116.984,4
"379",0.298269163,1.35837,0.36504,56.42404,0.061,-2.704,0,52.512,0.1167,123.695,4
"381",0.267454194,0.96282,0.29098,134.03383,0,-8.933,0,125.167,0.12363,91.459,4
"384",0.384018129,0.09181,0.09181,152.99873,0.868,-7.812,0.39694028178907,152.999,0.09181,140.872,4
"385",0.667294596,1.18553,0.76786,233.03791,2.252,-8.499,0.39694028178907,229.529,0.55851,144.003,4
"388",0.32188269,0.50591,0.0859,200.48934,0,-12.708,0.268578944844262,190.038,0.0859,146.061,4
"389",0.510490081,0.69168,0.34694,193.64526,4.29,-5.797,0.304169503,184.082,0.17501,174.019,4
"390",0.34369745,1.85411,1.18153,158.82404,0.661,-22.35,0.268578944844262,154.54,0.83817,85.691,3
"392",0.23345958,0.26379,0.26379,269.40036,0.235,-7.467,0.268578944844262,262.943,0.0821,163.97,4
"393",0.140390475,0.11951,0.11951,176.90077,0.456,-18.724,0,171.915,0.11951,97.619,3
"394",0.568491815,0.89598,0.23685,196.72771,0,-5.386,0.528782481,183.687,0.07084,183.808,4
"395",0.345063467,0.69115,0.69115,281.46893,0.357,-4.583,0.425124658,275.725,0.37772,92.044,3
"396",0.421973968,1.03893,0.56712,224.20853,0,-5.893,0.524969055,214.866,0.32384,126.806,4
"397",0,0.61402,0.15905,170.31791,0.293,-17.805,0,163.318,0.15905,108.912,4
"398",0.328073305,1.06833,0.31018,361.53424,0,-4.228,0.255519804,356.525,0.31018,160.731,4
"399",0.425728131,1.58355,0.34238,182.04689,0.277,-7.693,0.39694028178907,176.721,0.34238,104.307,3
"400",0.279901462,1.0497,0.1423,367.43791,0.357,-6.622,0,362.458,0.1423,203.964,5
"404",0.320919611,1.16934,0.64009,340.11383,0,-12.752,0.525497119,333.201,0.37547,112.097,4
"405",0.412110495,0.89205,0.41383,280.13669,0.148,-13.078,0.503381236,270.501,0.17531,125.147,4
"407",0.390641236,0.92358,0.44535,212.71465,0.427,-11.26,0,205.311,0.44535,128.689,4
"408",0.464517526,0.46686,0.03482,277.2371,0,-3.573,0.573019828,272.881,0.03482,140.026,4
